id,created_at,parameter,serial_number,ts,value,device_model_id
2566978934,2023-01-01T11:56:56.321290,outputEnergy,J01G11301BNB114,2023-01-01T08:07:07.584,4875.8,13
2566978935,2023-01-01T11:56:56.321885,CVoltage,J01G11301BNB114,2023-01-01T08:07:07.584,0,13
2566978936,2023-01-01T11:56:56.322469,PV2Voltage,J01G11301BNB114,2023-01-01T08:07:07.584,229.7,13
2566978937,2023-01-01T11:56:56.323049,PV3Voltage,J01G11301BNB114,2023-01-01T08:07:07.584,0,13
2566978938,2023-01-01T11:56:56.323629,acActivePower,J01G11301BNB114,2023-01-01T08:07:07.584,3.994,13
2567069765,2023-01-01T12:03:17.706118,PV1Current,J01G11301BNB114,2023-01-01T08:11:37.557,8.1,13
2567069766,2023-01-01T12:03:17.707409,PV1Voltage,J01G11301BNB114,2023-01-01T08:11:37.557,306.8,13
2567069767,2023-01-01T12:03:17.708071,PV3Current,J01G11301BNB114,2023-01-01T08:11:37.557,0.1,13
2567069768,2023-01-01T12:03:17.708737,powerFactory,J01G11301BNB114,2023-01-01T08:11:37.557,1,13
2567069769,2023-01-01T12:03:17.709354,deviceID,J01G11301BNB114,2023-01-01T08:11:37.557,J01G11301BNB114,13
2567069770,2023-01-01T12:03:17.709961,CCurrent,J01G11301BNB114,2023-01-01T08:11:37.557,0,13
2567069771,2023-01-01T12:03:17.710578,PV2Current,J01G11301BNB114,2023-01-01T08:11:37.557,8,13
2567069772,2023-01-01T12:03:17.711189,lineFrequency,J01G11301BNB114,2023-01-01T08:11:37.557,60.08,13
2567069773,2023-01-01T12:03:17.711790,ACurrent,J01G11301BNB114,2023-01-01T08:11:37.557,17.4,13
2567069774,2023-01-01T12:03:17.712397,AVoltage,J01G11301BNB114,2023-01-01T08:11:37.557,247.2,13
2567069775,2023-01-01T12:03:17.713067,inverterStatus,J01G11301BNB114,2023-01-01T08:11:37.557,On-Grid,13
2567069776,2023-01-01T12:03:17.713737,PV4Current,J01G11301BNB114,2023-01-01T08:11:37.557,0,13
2567069777,2023-01-01T12:03:17.714385,Temp,J01G11301BNB114,2023-01-01T08:11:37.557,43,13
2567069778,2023-01-01T12:03:17.715049,BVoltage,J01G11301BNB114,2023-01-01T08:11:37.557,0,13
2567069779,2023-01-01T12:03:17.715689,BCurrent,J01G11301BNB114,2023-01-01T08:11:37.557,0,13
2567069780,2023-01-01T12:03:17.716321,PV4Voltage,J01G11301BNB114,2023-01-01T08:11:37.557,0,13
2567069781,2023-01-01T12:03:17.716934,outputEnergy,J01G11301BNB114,2023-01-01T08:11:37.557,4876.1,13
2567069782,2023-01-01T12:03:17.717535,CVoltage,J01G11301BNB114,2023-01-01T08:11:37.557,0,13
2567069783,2023-01-01T12:03:17.718130,PV2Voltage,J01G11301BNB114,2023-01-01T08:11:37.557,233.1,13
2567069784,2023-01-01T12:03:17.718734,PV3Voltage,J01G11301BNB114,2023-01-01T08:11:37.557,0,13
2567069785,2023-01-01T12:03:17.719380,acActivePower,J01G11301BNB114,2023-01-01T08:11:37.557,4.347,13
2567191966,2023-01-01T12:11:31.122572,PV1Current,J01G11301BNB114,2023-01-01T08:17:37.565,8.5,13
2567191967,2023-01-01T12:11:31.123814,PV1Voltage,J01G11301BNB114,2023-01-01T08:17:37.565,305.9,13
2567191968,2023-01-01T12:11:31.124344,PV3Current,J01G11301BNB114,2023-01-01T08:17:37.565,0.1,13
2567191969,2023-01-01T12:11:31.124900,powerFactory,J01G11301BNB114,2023-01-01T08:17:37.565,1,13
2567191970,2023-01-01T12:11:31.125482,deviceID,J01G11301BNB114,2023-01-01T08:17:37.565,J01G11301BNB114,13
2567191971,2023-01-01T12:11:31.126018,CCurrent,J01G11301BNB114,2023-01-01T08:17:37.565,0,13
2567191972,2023-01-01T12:11:31.126937,PV2Current,J01G11301BNB114,2023-01-01T08:17:37.565,8.4,13
2567191973,2023-01-01T12:11:31.127569,lineFrequency,J01G11301BNB114,2023-01-01T08:17:37.565,60.07,13
2567191974,2023-01-01T12:11:31.128125,ACurrent,J01G11301BNB114,2023-01-01T08:17:37.565,17.7,13
2567191975,2023-01-01T12:11:31.128642,AVoltage,J01G11301BNB114,2023-01-01T08:17:37.565,251.8,13
2567191976,2023-01-01T12:11:31.129150,inverterStatus,J01G11301BNB114,2023-01-01T08:17:37.565,On-Grid,13
2567191977,2023-01-01T12:11:31.129702,PV4Current,J01G11301BNB114,2023-01-01T08:17:37.565,0,13
2567191978,2023-01-01T12:11:31.130641,Temp,J01G11301BNB114,2023-01-01T08:17:37.565,45,13
2567191979,2023-01-01T12:11:31.131273,BVoltage,J01G11301BNB114,2023-01-01T08:17:37.565,0,13
2567191980,2023-01-01T12:11:31.131786,BCurrent,J01G11301BNB114,2023-01-01T08:17:37.565,0,13
2567191981,2023-01-01T12:11:31.132306,PV4Voltage,J01G11301BNB114,2023-01-01T08:17:37.565,0,13
2567191982,2023-01-01T12:11:31.132946,outputEnergy,J01G11301BNB114,2023-01-01T08:17:37.565,4876.5,13
2567191983,2023-01-01T12:11:31.133479,CVoltage,J01G11301BNB114,2023-01-01T08:17:37.565,0,13
2567191984,2023-01-01T12:11:31.133978,PV2Voltage,J01G11301BNB114,2023-01-01T08:17:37.565,232.7,13
2567191985,2023-01-01T12:11:31.134505,PV3Voltage,J01G11301BNB114,2023-01-01T08:17:37.565,0,13
2567191986,2023-01-01T12:11:31.135054,acActivePower,J01G11301BNB114,2023-01-01T08:17:37.565,4.517,13
2567346360,2023-01-01T12:21:53.174102,PV1Current,J01G11301BNB114,2023-01-01T08:25:07.584,9,13
2567346361,2023-01-01T12:21:53.175193,PV1Voltage,J01G11301BNB114,2023-01-01T08:25:07.584,305.9,13
2567346362,2023-01-01T12:21:53.175718,PV3Current,J01G11301BNB114,2023-01-01T08:25:07.584,0.1,13
2567346363,2023-01-01T12:21:53.176230,powerFactory,J01G11301BNB114,2023-01-01T08:25:07.584,1,13
2567346364,2023-01-01T12:21:53.176738,deviceID,J01G11301BNB114,2023-01-01T08:25:07.584,J01G11301BNB114,13
2567346365,2023-01-01T12:21:53.177239,CCurrent,J01G11301BNB114,2023-01-01T08:25:07.584,0,13
2567346366,2023-01-01T12:21:53.177742,PV2Current,J01G11301BNB114,2023-01-01T08:25:07.584,8.9,13
2567346367,2023-01-01T12:21:53.178246,lineFrequency,J01G11301BNB114,2023-01-01T08:25:07.584,60,13
2567346368,2023-01-01T12:21:53.178760,ACurrent,J01G11301BNB114,2023-01-01T08:25:07.584,18.7,13
2567346369,2023-01-01T12:21:53.179265,AVoltage,J01G11301BNB114,2023-01-01T08:25:07.584,251.4,13
2567346370,2023-01-01T12:21:53.179764,inverterStatus,J01G11301BNB114,2023-01-01T08:25:07.584,On-Grid,13
2567346371,2023-01-01T12:21:53.180265,PV4Current,J01G11301BNB114,2023-01-01T08:25:07.584,0,13
2567346372,2023-01-01T12:21:53.180762,Temp,J01G11301BNB114,2023-01-01T08:25:07.584,46,13
2567346373,2023-01-01T12:21:53.181265,BVoltage,J01G11301BNB114,2023-01-01T08:25:07.584,0,13
2567346374,2023-01-01T12:21:53.181777,BCurrent,J01G11301BNB114,2023-01-01T08:25:07.584,0,13
2567346375,2023-01-01T12:21:53.182281,PV4Voltage,J01G11301BNB114,2023-01-01T08:25:07.584,0,13
2567346376,2023-01-01T12:21:53.182785,outputEnergy,J01G11301BNB114,2023-01-01T08:25:07.584,4877.1,13
2567346377,2023-01-01T12:21:53.183292,CVoltage,J01G11301BNB114,2023-01-01T08:25:07.584,0,13
2567346378,2023-01-01T12:21:53.183794,PV2Voltage,J01G11301BNB114,2023-01-01T08:25:07.584,228.5,13
2567346379,2023-01-01T12:21:53.184294,PV3Voltage,J01G11301BNB114,2023-01-01T08:25:07.584,0,13
2567346380,2023-01-01T12:21:53.184794,acActivePower,J01G11301BNB114,2023-01-01T08:25:07.584,4.749,13
2567467615,2023-01-01T12:29:57.136331,PV1Current,J01G11301BNB114,2023-01-01T08:31:07.586,7.9,13
2567467616,2023-01-01T12:29:57.137510,PV1Voltage,J01G11301BNB114,2023-01-01T08:31:07.586,296.1,13
2567467617,2023-01-01T12:29:57.138137,PV3Current,J01G11301BNB114,2023-01-01T08:31:07.586,0,13
2567467618,2023-01-01T12:29:57.138724,powerFactory,J01G11301BNB114,2023-01-01T08:31:07.586,0.9,13
2567467619,2023-01-01T12:29:57.139265,deviceID,J01G11301BNB114,2023-01-01T08:31:07.586,J01G11301BNB114,13
2567467620,2023-01-01T12:29:57.139795,CCurrent,J01G11301BNB114,2023-01-01T08:31:07.586,0,13
2567467621,2023-01-01T12:29:57.140341,PV2Current,J01G11301BNB114,2023-01-01T08:31:07.586,8,13
2567467622,2023-01-01T12:29:57.140860,lineFrequency,J01G11301BNB114,2023-01-01T08:31:07.586,60.03,13
2567467623,2023-01-01T12:29:57.141484,ACurrent,J01G11301BNB114,2023-01-01T08:31:07.586,16.3,13
2567467624,2023-01-01T12:29:57.142105,AVoltage,J01G11301BNB114,2023-01-01T08:31:07.586,249.4,13
2567467625,2023-01-01T12:29:57.142674,inverterStatus,J01G11301BNB114,2023-01-01T08:31:07.586,On-Grid,13
2567467626,2023-01-01T12:29:57.143214,PV4Current,J01G11301BNB114,2023-01-01T08:31:07.586,0,13
2567467627,2023-01-01T12:29:57.143749,Temp,J01G11301BNB114,2023-01-01T08:31:07.586,48,13
2567467628,2023-01-01T12:29:57.144351,BVoltage,J01G11301BNB114,2023-01-01T08:31:07.586,0,13
2567467629,2023-01-01T12:29:57.145011,BCurrent,J01G11301BNB114,2023-01-01T08:31:07.586,0,13
2567467630,2023-01-01T12:29:57.145597,PV4Voltage,J01G11301BNB114,2023-01-01T08:31:07.586,0,13
2567467631,2023-01-01T12:29:57.146160,outputEnergy,J01G11301BNB114,2023-01-01T08:31:07.586,4877.6,13
2567467632,2023-01-01T12:29:57.146767,CVoltage,J01G11301BNB114,2023-01-01T08:31:07.586,0,13
2567467633,2023-01-01T12:29:57.147322,PV2Voltage,J01G11301BNB114,2023-01-01T08:31:07.586,221.4,13
2567467634,2023-01-01T12:29:57.147878,PV3Voltage,J01G11301BNB114,2023-01-01T08:31:07.586,0,13
2567467635,2023-01-01T12:29:57.148413,acActivePower,J01G11301BNB114,2023-01-01T08:31:07.586,3.658,13
2567590257,2023-01-01T12:38:05.335937,PV1Current,J01G11301BNB114,2023-01-01T08:37:07.595,6.8,13
2567590258,2023-01-01T12:38:05.337148,PV1Voltage,J01G11301BNB114,2023-01-01T08:37:07.595,319.3,13
2567590259,2023-01-01T12:38:05.337751,PV3Current,J01G11301BNB114,2023-01-01T08:37:07.595,0,13
2567590260,2023-01-01T12:38:05.338334,powerFactory,J01G11301BNB114,2023-01-01T08:37:07.595,0.973,13
2567590261,2023-01-01T12:38:05.338938,deviceID,J01G11301BNB114,2023-01-01T08:37:07.595,J01G11301BNB114,13
2567590262,2023-01-01T12:38:05.339508,CCurrent,J01G11301BNB114,2023-01-01T08:37:07.595,0,13
2567590263,2023-01-01T12:38:05.340060,PV2Current,J01G11301BNB114,2023-01-01T08:37:07.595,7,13
2567590264,2023-01-01T12:38:05.340603,lineFrequency,J01G11301BNB114,2023-01-01T08:37:07.595,60.05,13
2567590265,2023-01-01T12:38:05.341155,ACurrent,J01G11301BNB114,2023-01-01T08:37:07.595,15,13
2567590266,2023-01-01T12:38:05.341712,AVoltage,J01G11301BNB114,2023-01-01T08:37:07.595,249.9,13
2567590267,2023-01-01T12:38:05.342275,inverterStatus,J01G11301BNB114,2023-01-01T08:37:07.595,On-Grid,13
2567590268,2023-01-01T12:38:05.342826,PV4Current,J01G11301BNB114,2023-01-01T08:37:07.595,0,13
2567590269,2023-01-01T12:38:05.343425,Temp,J01G11301BNB114,2023-01-01T08:37:07.595,49,13
2567590270,2023-01-01T12:38:05.344013,BVoltage,J01G11301BNB114,2023-01-01T08:37:07.595,0,13
2567590271,2023-01-01T12:38:05.344619,BCurrent,J01G11301BNB114,2023-01-01T08:37:07.595,0,13
2567590272,2023-01-01T12:38:05.345205,PV4Voltage,J01G11301BNB114,2023-01-01T08:37:07.595,0,13
2567590273,2023-01-01T12:38:05.345776,outputEnergy,J01G11301BNB114,2023-01-01T08:37:07.595,4878.1,13
2567590274,2023-01-01T12:38:05.346334,CVoltage,J01G11301BNB114,2023-01-01T08:37:07.595,0,13
2567590275,2023-01-01T12:38:05.346910,PV2Voltage,J01G11301BNB114,2023-01-01T08:37:07.595,235.5,13
2567590276,2023-01-01T12:38:05.347472,PV3Voltage,J01G11301BNB114,2023-01-01T08:37:07.595,0,13
2567590277,2023-01-01T12:38:05.348014,acActivePower,J01G11301BNB114,2023-01-01T08:37:07.595,3.649,13
2567712457,2023-01-01T12:46:27.633979,PV1Current,J01G11301BNB114,2023-01-01T08:43:07.613,4.3,13
2567712458,2023-01-01T12:46:27.635168,PV1Voltage,J01G11301BNB114,2023-01-01T08:43:07.613,298.4,13
2567712459,2023-01-01T12:46:27.635723,PV3Current,J01G11301BNB114,2023-01-01T08:43:07.613,0,13
2567712460,2023-01-01T12:46:27.636272,powerFactory,J01G11301BNB114,2023-01-01T08:43:07.613,1,13
2567712461,2023-01-01T12:46:27.636821,deviceID,J01G11301BNB114,2023-01-01T08:43:07.613,J01G11301BNB114,13
2567712462,2023-01-01T12:46:27.637431,CCurrent,J01G11301BNB114,2023-01-01T08:43:07.613,0,13
2567712463,2023-01-01T12:46:27.638010,PV2Current,J01G11301BNB114,2023-01-01T08:43:07.613,4.1,13
2567712464,2023-01-01T12:46:27.638565,lineFrequency,J01G11301BNB114,2023-01-01T08:43:07.613,60.07,13
2567712465,2023-01-01T12:46:27.639107,ACurrent,J01G11301BNB114,2023-01-01T08:43:07.613,9.2,13
2567712466,2023-01-01T12:46:27.639648,AVoltage,J01G11301BNB114,2023-01-01T08:43:07.613,242.1,13
2567712467,2023-01-01T12:46:27.640185,inverterStatus,J01G11301BNB114,2023-01-01T08:43:07.613,On-Grid,13
2567712468,2023-01-01T12:46:27.640725,PV4Current,J01G11301BNB114,2023-01-01T08:43:07.613,0,13
2567712469,2023-01-01T12:46:27.641287,Temp,J01G11301BNB114,2023-01-01T08:43:07.613,49,13
2567712470,2023-01-01T12:46:27.641845,BVoltage,J01G11301BNB114,2023-01-01T08:43:07.613,0,13
2567712471,2023-01-01T12:46:27.642386,BCurrent,J01G11301BNB114,2023-01-01T08:43:07.613,0,13
2567712472,2023-01-01T12:46:27.642938,PV4Voltage,J01G11301BNB114,2023-01-01T08:43:07.613,0,13
2567712473,2023-01-01T12:46:27.643480,outputEnergy,J01G11301BNB114,2023-01-01T08:43:07.613,4878.5,13
2567712474,2023-01-01T12:46:27.644019,CVoltage,J01G11301BNB114,2023-01-01T08:43:07.613,0,13
2567712475,2023-01-01T12:46:27.644554,PV2Voltage,J01G11301BNB114,2023-01-01T08:43:07.613,228.2,13
2567712476,2023-01-01T12:46:27.645088,PV3Voltage,J01G11301BNB114,2023-01-01T08:43:07.613,0,13
2567712477,2023-01-01T12:46:27.645633,acActivePower,J01G11301BNB114,2023-01-01T08:43:07.613,2.243,13
2567834049,2023-01-01T12:54:49.267922,PV1Current,J01G11301BNB114,2023-01-01T08:49:07.614,11,13
2567834050,2023-01-01T12:54:49.269104,PV1Voltage,J01G11301BNB114,2023-01-01T08:49:07.614,302.3,13
2567834051,2023-01-01T12:54:49.269662,PV3Current,J01G11301BNB114,2023-01-01T08:49:07.614,0,13
2567834052,2023-01-01T12:54:49.270204,powerFactory,J01G11301BNB114,2023-01-01T08:49:07.614,1,13
2567834053,2023-01-01T12:54:49.270768,deviceID,J01G11301BNB114,2023-01-01T08:49:07.614,J01G11301BNB114,13
2567834054,2023-01-01T12:54:49.271310,CCurrent,J01G11301BNB114,2023-01-01T08:49:07.614,0,13
2567834055,2023-01-01T12:54:49.271864,PV2Current,J01G11301BNB114,2023-01-01T08:49:07.614,10.8,13
2567834056,2023-01-01T12:54:49.272403,lineFrequency,J01G11301BNB114,2023-01-01T08:49:07.614,60,13
2567834057,2023-01-01T12:54:49.272946,ACurrent,J01G11301BNB114,2023-01-01T08:49:07.614,22.1,13
2567834058,2023-01-01T12:54:49.273506,AVoltage,J01G11301BNB114,2023-01-01T08:49:07.614,253.5,13
2567834059,2023-01-01T12:54:49.274065,inverterStatus,J01G11301BNB114,2023-01-01T08:49:07.614,On-Grid,13
2567834060,2023-01-01T12:54:49.274610,PV4Current,J01G11301BNB114,2023-01-01T08:49:07.614,0,13
2567834061,2023-01-01T12:54:49.275162,Temp,J01G11301BNB114,2023-01-01T08:49:07.614,49,13
2567834062,2023-01-01T12:54:49.275705,BVoltage,J01G11301BNB114,2023-01-01T08:49:07.614,0,13
2567834063,2023-01-01T12:54:49.276251,BCurrent,J01G11301BNB114,2023-01-01T08:49:07.614,0,13
2567834064,2023-01-01T12:54:49.276797,PV4Voltage,J01G11301BNB114,2023-01-01T08:49:07.614,0,13
2567834065,2023-01-01T12:54:49.277344,outputEnergy,J01G11301BNB114,2023-01-01T08:49:07.614,4878.9,13
2567834066,2023-01-01T12:54:49.277906,CVoltage,J01G11301BNB114,2023-01-01T08:49:07.614,0,13
2567834067,2023-01-01T12:54:49.278481,PV2Voltage,J01G11301BNB114,2023-01-01T08:49:07.614,227.2,13
2567834068,2023-01-01T12:54:49.279098,PV3Voltage,J01G11301BNB114,2023-01-01T08:49:07.614,0,13
2567834069,2023-01-01T12:54:49.279731,acActivePower,J01G11301BNB114,2023-01-01T08:49:07.614,5.671,13
2567956501,2023-01-01T13:03:18.634353,PV1Current,J01G11301BNB114,2023-01-01T08:55:07.623,3,13
2567956502,2023-01-01T13:03:18.635520,PV1Voltage,J01G11301BNB114,2023-01-01T08:55:07.623,295.2,13
2567956503,2023-01-01T13:03:18.636071,PV3Current,J01G11301BNB114,2023-01-01T08:55:07.623,0,13
2567956504,2023-01-01T13:03:18.636605,powerFactory,J01G11301BNB114,2023-01-01T08:55:07.623,1,13
2567956505,2023-01-01T13:03:18.637138,deviceID,J01G11301BNB114,2023-01-01T08:55:07.623,J01G11301BNB114,13
2567956506,2023-01-01T13:03:18.637672,CCurrent,J01G11301BNB114,2023-01-01T08:55:07.623,0,13
2567956507,2023-01-01T13:03:18.638212,PV2Current,J01G11301BNB114,2023-01-01T08:55:07.623,2.9,13
2567956508,2023-01-01T13:03:18.638802,lineFrequency,J01G11301BNB114,2023-01-01T08:55:07.623,60.06,13
2567956509,2023-01-01T13:03:18.639328,ACurrent,J01G11301BNB114,2023-01-01T08:55:07.623,6.7,13
2567956510,2023-01-01T13:03:18.639857,AVoltage,J01G11301BNB114,2023-01-01T08:55:07.623,236.3,13
2567956511,2023-01-01T13:03:18.640388,inverterStatus,J01G11301BNB114,2023-01-01T08:55:07.623,On-Grid,13
2567956512,2023-01-01T13:03:18.640935,PV4Current,J01G11301BNB114,2023-01-01T08:55:07.623,0,13
2567956513,2023-01-01T13:03:18.641462,Temp,J01G11301BNB114,2023-01-01T08:55:07.623,50,13
2567956514,2023-01-01T13:03:18.642017,BVoltage,J01G11301BNB114,2023-01-01T08:55:07.623,0,13
2567956515,2023-01-01T13:03:18.642593,BCurrent,J01G11301BNB114,2023-01-01T08:55:07.623,0,13
2567956516,2023-01-01T13:03:18.643136,PV4Voltage,J01G11301BNB114,2023-01-01T08:55:07.623,0,13
2567956517,2023-01-01T13:03:18.643681,outputEnergy,J01G11301BNB114,2023-01-01T08:55:07.623,4879.3,13
2567956518,2023-01-01T13:03:18.644236,CVoltage,J01G11301BNB114,2023-01-01T08:55:07.623,0,13
2567956519,2023-01-01T13:03:18.644831,PV2Voltage,J01G11301BNB114,2023-01-01T08:55:07.623,223.2,13
2567956520,2023-01-01T13:03:18.645386,PV3Voltage,J01G11301BNB114,2023-01-01T08:55:07.623,0,13
2567956521,2023-01-01T13:03:18.645922,acActivePower,J01G11301BNB114,2023-01-01T08:55:07.623,1.6,13
2568079206,2023-01-01T13:11:37.237847,PV1Current,J01G11301BNB114,2023-01-01T09:01:07.635,3.7,13
2568079207,2023-01-01T13:11:37.239018,PV1Voltage,J01G11301BNB114,2023-01-01T09:01:07.635,295.2,13
2568079208,2023-01-01T13:11:37.239592,PV3Current,J01G11301BNB114,2023-01-01T09:01:07.635,0,13
2568079209,2023-01-01T13:11:37.240158,powerFactory,J01G11301BNB114,2023-01-01T09:01:07.635,0.997,13
2568079210,2023-01-01T13:11:37.240691,deviceID,J01G11301BNB114,2023-01-01T09:01:07.635,J01G11301BNB114,13
2568079211,2023-01-01T13:11:37.241230,CCurrent,J01G11301BNB114,2023-01-01T09:01:07.635,0,13
2568079212,2023-01-01T13:11:37.241758,PV2Current,J01G11301BNB114,2023-01-01T09:01:07.635,3.6,13
2568079213,2023-01-01T13:11:37.242300,lineFrequency,J01G11301BNB114,2023-01-01T09:01:07.635,60.06,13
2568079214,2023-01-01T13:11:37.242838,ACurrent,J01G11301BNB114,2023-01-01T09:01:07.635,8.2,13
2568079215,2023-01-01T13:11:37.243368,AVoltage,J01G11301BNB114,2023-01-01T09:01:07.635,240.9,13
2568079216,2023-01-01T13:11:37.243894,inverterStatus,J01G11301BNB114,2023-01-01T09:01:07.635,On-Grid,13
2568079217,2023-01-01T13:11:37.244437,PV4Current,J01G11301BNB114,2023-01-01T09:01:07.635,0,13
2568079218,2023-01-01T13:11:37.244988,Temp,J01G11301BNB114,2023-01-01T09:01:07.635,51,13
2568079219,2023-01-01T13:11:37.245533,BVoltage,J01G11301BNB114,2023-01-01T09:01:07.635,0,13
2568079220,2023-01-01T13:11:37.246061,BCurrent,J01G11301BNB114,2023-01-01T09:01:07.635,0,13
2568079221,2023-01-01T13:11:37.246598,PV4Voltage,J01G11301BNB114,2023-01-01T09:01:07.635,0,13
2568079222,2023-01-01T13:11:37.247126,outputEnergy,J01G11301BNB114,2023-01-01T09:01:07.635,4879.8,13
2568079223,2023-01-01T13:11:37.247708,CVoltage,J01G11301BNB114,2023-01-01T09:01:07.635,0,13
2568079224,2023-01-01T13:11:37.248312,PV2Voltage,J01G11301BNB114,2023-01-01T09:01:07.635,223.5,13
2568079225,2023-01-01T13:11:37.248867,PV3Voltage,J01G11301BNB114,2023-01-01T09:01:07.635,0,13
2568079226,2023-01-01T13:11:37.249405,acActivePower,J01G11301BNB114,2023-01-01T09:01:07.635,1.97,13
2568201532,2023-01-01T13:19:51.045365,PV1Current,J01G11301BNB114,2023-01-01T09:07:07.643,8.6,13
2568201533,2023-01-01T13:19:51.046554,PV1Voltage,J01G11301BNB114,2023-01-01T09:07:07.643,304.4,13
2568201534,2023-01-01T13:19:51.047126,PV3Current,J01G11301BNB114,2023-01-01T09:07:07.643,0,13
2568201535,2023-01-01T13:19:51.047712,powerFactory,J01G11301BNB114,2023-01-01T09:07:07.643,0.964,13
2568201536,2023-01-01T13:19:51.048282,deviceID,J01G11301BNB114,2023-01-01T09:07:07.643,J01G11301BNB114,13
2568201537,2023-01-01T13:19:51.048845,CCurrent,J01G11301BNB114,2023-01-01T09:07:07.643,0,13
2568201538,2023-01-01T13:19:51.049376,PV2Current,J01G11301BNB114,2023-01-01T09:07:07.643,7.4,13
2568201539,2023-01-01T13:19:51.049916,lineFrequency,J01G11301BNB114,2023-01-01T09:07:07.643,60.05,13
2568201540,2023-01-01T13:19:51.050492,ACurrent,J01G11301BNB114,2023-01-01T09:07:07.643,17.1,13
2568201541,2023-01-01T13:19:51.051072,AVoltage,J01G11301BNB114,2023-01-01T09:07:07.643,250.6,13
2568201542,2023-01-01T13:19:51.051646,inverterStatus,J01G11301BNB114,2023-01-01T09:07:07.643,On-Grid,13
2568201543,2023-01-01T13:19:51.052210,PV4Current,J01G11301BNB114,2023-01-01T09:07:07.643,0,13
2568201544,2023-01-01T13:19:51.052740,Temp,J01G11301BNB114,2023-01-01T09:07:07.643,50,13
2568201545,2023-01-01T13:19:51.053303,BVoltage,J01G11301BNB114,2023-01-01T09:07:07.643,0,13
2568201546,2023-01-01T13:19:51.053854,BCurrent,J01G11301BNB114,2023-01-01T09:07:07.643,0,13
2568201547,2023-01-01T13:19:51.054393,PV4Voltage,J01G11301BNB114,2023-01-01T09:07:07.643,0,13
2568201548,2023-01-01T13:19:51.054928,outputEnergy,J01G11301BNB114,2023-01-01T09:07:07.643,4880.1,13
2568201549,2023-01-01T13:19:51.055452,CVoltage,J01G11301BNB114,2023-01-01T09:07:07.643,0,13
2568201550,2023-01-01T13:19:51.055998,PV2Voltage,J01G11301BNB114,2023-01-01T09:07:07.643,233.9,13
2568201551,2023-01-01T13:19:51.056547,PV3Voltage,J01G11301BNB114,2023-01-01T09:07:07.643,0,13
2568201552,2023-01-01T13:19:51.057067,acActivePower,J01G11301BNB114,2023-01-01T09:07:07.643,4.132,13
2568323732,2023-01-01T13:28:03.379744,PV1Current,J01G11301BNB114,2023-01-01T09:13:07.651,13.7,13
2568323733,2023-01-01T13:28:03.381039,PV1Voltage,J01G11301BNB114,2023-01-01T09:13:07.651,294.4,13
2568323734,2023-01-01T13:28:03.381627,PV3Current,J01G11301BNB114,2023-01-01T09:13:07.651,0,13
2568323735,2023-01-01T13:28:03.382181,powerFactory,J01G11301BNB114,2023-01-01T09:13:07.651,1,13
2568323736,2023-01-01T13:28:03.382712,deviceID,J01G11301BNB114,2023-01-01T09:13:07.651,J01G11301BNB114,13
2568323737,2023-01-01T13:28:03.383250,CCurrent,J01G11301BNB114,2023-01-01T09:13:07.651,0,13
2568323738,2023-01-01T13:28:03.383791,PV2Current,J01G11301BNB114,2023-01-01T09:13:07.651,13.6,13
2568323739,2023-01-01T13:28:03.384338,lineFrequency,J01G11301BNB114,2023-01-01T09:13:07.651,60.07,13
2568323740,2023-01-01T13:28:03.384877,ACurrent,J01G11301BNB114,2023-01-01T09:13:07.651,26.3,13
2568323741,2023-01-01T13:28:03.385427,AVoltage,J01G11301BNB114,2023-01-01T09:13:07.651,261.1,13
2568323742,2023-01-01T13:28:03.385960,inverterStatus,J01G11301BNB114,2023-01-01T09:13:07.651,On-Grid,13
2568323743,2023-01-01T13:28:03.386487,PV4Current,J01G11301BNB114,2023-01-01T09:13:07.651,0,13
2568323744,2023-01-01T13:28:03.387033,Temp,J01G11301BNB114,2023-01-01T09:13:07.651,52,13
2568323745,2023-01-01T13:28:03.387588,BVoltage,J01G11301BNB114,2023-01-01T09:13:07.651,0,13
2568323746,2023-01-01T13:28:03.388186,BCurrent,J01G11301BNB114,2023-01-01T09:13:07.651,0,13
2568323747,2023-01-01T13:28:03.388761,PV4Voltage,J01G11301BNB114,2023-01-01T09:13:07.651,0,13
2568323748,2023-01-01T13:28:03.389338,outputEnergy,J01G11301BNB114,2023-01-01T09:13:07.651,4880.6,13
2568323749,2023-01-01T13:28:03.389895,CVoltage,J01G11301BNB114,2023-01-01T09:13:07.651,0,13
2568323750,2023-01-01T13:28:03.390441,PV2Voltage,J01G11301BNB114,2023-01-01T09:13:07.651,222.7,13
2568323751,2023-01-01T13:28:03.390968,PV3Voltage,J01G11301BNB114,2023-01-01T09:13:07.651,0,13
2568323752,2023-01-01T13:28:03.391505,acActivePower,J01G11301BNB114,2023-01-01T09:13:07.651,6.931,13
2568445954,2023-01-01T13:36:17.638296,PV1Current,J01G11301BNB114,2023-01-01T09:19:07.662,7,13
2568445955,2023-01-01T13:36:17.639352,PV1Voltage,J01G11301BNB114,2023-01-01T09:19:07.662,299.5,13
2568445956,2023-01-01T13:36:17.639859,PV3Current,J01G11301BNB114,2023-01-01T09:19:07.662,0.1,13
2568445957,2023-01-01T13:36:17.640358,powerFactory,J01G11301BNB114,2023-01-01T09:19:07.662,1,13
2568445958,2023-01-01T13:36:17.640873,deviceID,J01G11301BNB114,2023-01-01T09:19:07.662,J01G11301BNB114,13
